SUMMARY,DTSTART,DTEND,SUNRISE,SUNSET,MOONRISE,MOONSET,MONTH,WEEKDAY,PAKSHA,TITHI,TITHIEND,TITHI2,TITHIEND,NAKSHATRA,NAKSHATRAEND,NAKSHATRA2,NAKSHATRA2END,YOGA,YOGAEND,YOGA2,YOGA2END,KARANA,KARANAEND,KARANA2,KARANA2END,KARANA3,KARANA3END,SUNSIGN,MOONSIGN,RAHU KALAM,GULIKAI KALAM,YAMAGANDA,ABHIJIT,DUR MUHURATHAM,AMRIT KALAM,FESTIVALS,EMPTY,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,,,
"Ashwina, Trayodashi Shukla Paksha, 1941 Vikari Shaka Samvata",10/11/19,10/12/19,6:35 AM,6:15 PM,Moonrise - 05:06 PM,"Moonset - 05:08 AM, Oct 12Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshwinaPurnimanta Month - Ashwina,Weekday - Shukrawara,Paksha - Shukla Paksha,Tithi - Trayodashi ,10:20 PM,None,None,Nakshatra - Purva Bhadrapada ,5:10 AM,None,None,Yoga - Vriddhi ,3:32 AM,None,None,Karana - Kaulava ,9:07 AM,Karana - Taitila ,10:20 PM,None,None,Sunsign - Kanya,"Moonsign - Kumbha upto 10:28 PM""",Rahu Kalam - 10:58 AM to 12:25 PM,Gulikai Kalam - 08:02 AM to 09:30 AM,Yamaganda - 03:20 PM to 04:48 PM,Abhijit - 12:02 PM to 12:48PM,Dur Muhurtam - 08:55 AM to 09:42 AM,Dur Muhurtam - 12:48 PM to 01:35PM,Amrit Kalam - 08:12 PM to 10:00 PMVarjyam - 09:26 AM to 11:13 AM,Day Festivals and Events - Pradosh Vrat,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),fd5c4edfaaefda5e13e4c4e2a48df7aa@ical.drikpanchang.com,,,
"Ashwina, Chaturdashi Shukla Paksha, 1941 Vikari Shaka Samvata",10/12/19,10/13/2019,6:35 AM,6:15 PM,Moonrise - 05:41 PM,"Moonset - 05:56 AM, Oct 13Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshwinaPurnimanta Month - Ashwina,Weekday - Shaniwara,Paksha - Shukla Paksha,Tithi - Chaturdashi ,12:36 AM,None,None,Nakshatra - Uttara Bhadrapada ,Full Night,None,None,Yoga - Dhruva ,4:14 AM,None,None,Karana - Garaja ,11:30 AM,Karana - Vanija ,12:36 AM,None,None,Sunsign - Kanya,Moonsign -Meena,Rahu Kalam - 09:30 AM to 10:57 AM,Gulikai Kalam - 06:35 AM to 08:03 AM,Yamaganda - 01:52 PM to 03:20 PM,Abhijit - 12:02 PM to 12:48 PM,Dur Muhurtam - 06:35 AM to 07:22 AM,Dur Muhurtam - 07:22 AM to 08:08 AM,"Amrit Kalam - 02:33 AM, Oct 13 to 04:20 AM, Oct 13Varjyam - 03:52 PM to05:39 PM",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),95192f02bb53f64bba44db740bca880a@ical.drikpanchang.com,,,
"Ashwina, Purnima Shukla Paksha, 1941 Vikari Shaka Samvata",10/13/2019,10/14/2019,6:35 AM,6:14 PM,Moonrise - 06:16 PM,Moonset - No MoonsetShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Ashwina,Weekday - Raviwara,Paksha - Shukla Paksha,Tithi - Purnima ,2:38 AM,None,None,Nakshatra - Uttara Bhadrapada ,7:54 AM,None,None,Yoga - Vyaghata ,4:44 AM,None,None,Karana - Vishti ,1:39 PM,Karana - Bava ,2:38 AM,None,None,Sunsign - Kanya,"Moonsign - Meena""",Rahu Kalam - 04:47 PM to 06:14 PM,Gulikai Kalam - 03:19 PM to 04:47 PM,Yamaganda - 12:25 PM to 01:52 PM,Abhijit - 12:01 PM to 12:48 PM,Dur Muhurtam - 04:41 PM to 05:27 PMVarjyam - 09:07 PM to 10:53 PM,Day Festivals and Events - Ashwina PurnimaAshwina Purnima VratKojagara Puja goo.gl/ULkMJCSharad Purnima goo.gl/3vH25xValmiki JayantiMeerabai JayantiAshwina Navapada Oli Ends,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),027c81b40adba965df2e3497fb9a5b73@ical.drikpanchang.com,,,,,
"Ashwina, Pratipada Krishna Paksha, 1941 Vikari Shaka Samvata",10/14/2019,10/15/2019,6:36 AM,6:13 PM,Moonrise - 06:51 PM,Moonset - 06:45 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Pratipada ,4:21 AM,None,None,Nakshatra - Revati ,10:21 AM,None,None,Yoga - Harshana ,5:00 AM,None,None,Karana - Balava ,3:32 PM,Karana - Kaulava ,4:21 AM,None,None,Sunsign - Kanya,Moonsign - Meena upto 10:21 AM,Rahu Kalam - 08:03 AM to 09:30 AM,Gulikai Kalam - 01:52 PM to 03:19 PM,Yamaganda - 10:57 AM to 12:24 PM,Abhijit - 12:01 PM to 12:48 PM,Dur Muhurtam - 12:48 PM to 01:34 PM,Dur Muhurtam - 03:07 PM to 03:54 PM,Amrit Kalam - 07:42 AM to 09:28 AM,"Amrit Kalam - 04:40 AM, Oct 15 to 06:25 AM, Oct 15",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),52e25ab296478f0de3a075bc4a512d41@ical.drikpanchang.com,,
"Ashwina, Dwitiya Krishna Paksha, 1941 Vikari Shaka Samvata",10/15/2019,10/16/2019,6:36 AM,6:12 PM,Moonrise - 07:28 PM,Moonset - 07:34 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Mangalawara,Paksha - Krishna Paksha,Tithi - Dwitiya ,5:45 AM,None,None,Nakshatra - Ashwini ,12:31 PM,None,None,Yoga - Vajra ,5:02 AM,None,None,Karana - Taitila ,5:05 PM,Karana - Garaja,5:45 AM,None,None,Sunsign - Kanya,Moonsign - Mesha,Rahu Kalam - 03:18 PM to 04:45 PM,Gulikai Kalam - 12:24 PM to 01:51 PM,Yamaganda - 09:30 AM to 10:57 AM,Abhijit - 12:01 PM to 12:47 PM,Dur Muhurtam - 08:55 AMto 09:42 AM,"Dur Muhurtam - 11:10 PM to 12:00 PMVarjyam - 08:10 AM to 09:54 AMVarjyam - 10:52 PM to 12:35 AM, Oct 16",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),bf8eeda1dd26495472a64ac4d8679fc8@ical.drikpanchang.com,,,,
"Ashwina, Tritiya Krishna Paksha, 1941 Vikari Shaka Samvata",10/16/2019,10/17/2019,6:36 AM,6:12 PM,Moonrise - 08:07 PM,Moonset - 08:25 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Budhawara,Paksha - Krishna Paksha,Tithi - Tritiya ,Full Night,None,None,Nakshatra - Bharani ,2:22 PM,None,None,Yoga - Siddhi ,4:48 AM,None,None,Karana - Vanija ,6:19 PM,Karana - Vishti ,Full Night,None,None,Sunsign - Kanya,Moonsign - Mesha upto 08:47 PM,Rahu Kalam - 12:24 PM to 01:51 PM,Gulikai Kalam - 10:57 AM to 12:24 PM,Yamaganda - 08:03AM to 09:30 AM,Abhijit - None,Dur Muhurtam - 12:01 PM to 12:47 PM,"Amrit Kalam - 09:12 AM to 10:56 AMVarjyam - 03:08 AM, Oct 17 to 04:50 AM, Oct 17",Day Festivals and Events - Atla TaddeMasik Karthigai,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),bbc272d632e1fe85479e1fdfccbb2d1f@ical.drikpanchang.com,,,
"Ashwina, Tritiya Krishna Paksha, 1941 Vikari Shaka Samvata",10/17/2019,10/18/2019,6:37 AM,6:11 PM,Moonrise - 08:50 PM,Moonset - 09:18 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Guruwara,Paksha - Krishna Paksha,Tithi - Tritiya ,6:48 AM,None,None,Nakshatra - Krittika ,3:53 PM,None,None,"Yoga - Vyatipata upto0""",4:16 AM,None,None,Karana - Vishti ,6:48 AM,Karana - Bava ,7:12 PM,None,None,"Sunsign - Kanya upto 01:19 AM, Oct 18","Moonsign - Vrishabha""",Rahu Kalam - 01:51 PM to 03:17 PM,Gulikai Kalam - 09:30 AM to 10:57 AM,Yamaganda - 06:37 AM to 08:03 AM,Abhijit - 12:01 PM to 12:47 PM,Dur Muhurtam - 10:28 AM to 11:14 AM,Dur Muhurtam - 03:06 PM to 03:52 PM,Amrit Kalam - 01:20 PM to 03:02 PM,Day Festivals and Events - Vakratunda Sankashti Chaturthi goo.gl/GffjanKarwa Chauth goo.gl/cgw1Bi,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),ee0fc0d83206bc6aaf8b3c29032752b7@ical.drikpanchang.com,,,
"Ashwina, Chaturthi Krishna Paksha, 1941 Vikari Shaka Samvata",10/18/2019,10/19/2019,6:37 AM,6:10 PM,Moonrise - 09:37 PM,Moonset - 10:13 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Shukrawara,Paksha - Krishna Paksha,Tithi - Chaturthi ,7:29 AM,None,None,Nakshatra - Rohini ,5:00 PM,None,None,"Yoga - Varigha upto0""",3:24 AM,None,None,Karana - Balava ,7:29 AM,Karana - Kaulava ,7:40 PM,None,None,Sunsign - Tula,"Moonsign - Vrishabha upto 05:24 AM, Oct 19",Rahu Kalam - 10:57 AM to 12:24 PM,Gulikai Kalam - 08:04 AM to 09:30 AM,Yamaganda - 03:17 PM to 04:44 PM,Abhijit - 12:00 PM to 12:47 PM,Dur Muhurtam - 08:56 AM to 09:42 AM,Dur Muhurtam - 12:47 PM to 01:33 PM,"Amrit Kalam -01:39 PM to 03:20 PMVyam - 08:38 AM to 10:18 AMVarjyam - 10:46 PM to 12:24 AM, Oct 19",Day Festivals and Events - Tula Sankranti goo.gl/HZDcWdRohini Vrat,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),7ce1b854f90a57166d1245aea87d1205@ical.drikpanchang.com,,
"Ashwina, Panchami Krishna Paksha, 1941 Vikari Shaka Samvata",10/19/2019,10/20/2019,6:37 AM,6:09 PM,Moonrise - 10:29 PM,Moonset - 11:09 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Shaniwara,Paksha - Krishna Paksha,Tithi - Panchami ,7:44 AM,None,None,Nakshatra - Mrigashirsha ,5:41 PM,None,None,Yoga - Parigha ,2:11 AM,None,None,Karana - Taitila ,7:44 AM,Karana - Garaja ,7:41 PM,None,None,Sunsign - Tula,Moonsign - Mithuna,Rahu Kalam - 09:30 AM to 10:57 AM,Gulikai Kalam - 06:37 AM to 08:04 AM,Yamaganda - 01:50 PM to 03:16 PM,Abhijit - 12:00 PM to 12:46 PM,Dur Muhurtam - 06:37 AM to 07:23 AM,Dur Muhurtam - 07:23 AM to 08:10 AM,"Amrit Kalam - 08:38 AM to 10:17 AMVarjyam - 02:09 AM, Oct 20 to 03:46 AM, Oct 20",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),d880a1413f551dbb8d4b3fa919bbcedb@ical.drikpanchang.com,,,
"Ashwina, Shashthi Krishna Paksha, 1941 Vikari Shaka Samvata",10/20/2019,10/21/2019,6:38 AM,6:09 PM,Moonrise - 11:24 PM,Moonset - 12:06 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Raviwara,Paksha - Krishna Paksha,Tithi - Shashthi ,7:30 AM,None,None,Nakshatra - Ardra ,5:53 PM,None,None,"Yoga - Shiva """,12:33AM,None,None,Karana - Vanija ,7:30 AM,Karana - Vishti ,7:11 PM,None,None,Sunsign - Tula,Moonsign - Mithuna,Rahu Kalam - 04:42 PM to 06:09 PM,Gulikai Kalam - 03:16 PM to 04:42 PM,Yamaganda - 12:23 PM to 01:50 PM,Abhijit - 12:00 PM to 12:46 PM,Dur Muhurtam - 04:37 PM to 05:23 PM,"Amrit Kalam - 07:48 AM to 09:25 AMVarjyam - 05:43 AM, Oct 21 to 07:18 AM, Oct 21",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),84c11e54630f5976145d317f5841dedf@ical.drikpanchang.com,,,,
"Ashwina, Saptami Krishna Paksha, 1941 Vikari Shaka Samvata",10/21/2019,10/22/2019,6:38 AM,6:08 PM,"Moonrise - 12:24 AM, Oct 22",Moonset - 01:01 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Saptami ,6:44 AM,Tithi - Ashtami ,5:25 AM,Nakshatra - Punarvasu ,5:33 PM,None,None,Yoga - Siddha ,10:28 PM,None,None,Karana - Bava ,6:44 AM,Karana - Balava ,6:09 PM,Karana - Kaulava ,5:25 AM,Sunsign - Tula,Moonsign - Mithuna upto 11:41 AM,Rahu Kalam - 08:04 AM to 09:30 AM,Gulikai Kalam - 01:49 PM to 03:16 PM,Yamaganda - 10:57 AM to 12:23 PM,Abhijit - 12:00 PM to 12:46 PM,Dur Muhurtam - 12:46 PM to 01:32 PM,Dur Muhurtam - 03:04 PM to 03:50 PM,"Amrit Kalam - 03:11 PMto 04:46 PMVarjyam - 01:15 AM, Oct 22 to 02:48 AM, Oct 22",Day Festivals and Events - KalashtamiAhoi Ashtami goo.gl/yYATVxRadha Kunda Snan,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),d3be4e9e5102ffa8111ea5d2e08650c6@ical.drikpanchang.com,,
"Ashwina, Navami Krishna Paksha, 1941 Vikari Shaka Samvata",10/22/2019,10/23/2019,6:38 AM,6:07 PM,"Moonrise - 01:25 AM, Oct 23",Moonset - 01:55 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Mangalawara,Paksha - Krishna Paksha,Tithi - Navami ,3:33 AM,None,None,Nakshatra - Pushya ,4:40 PM,None,None,Yoga - Sadhya ,7:57 PM,None,None,Karana - Taitila ,4:33 PM,Karana - Garaja ,3:33 AM,None,None,Sunsign - Tula,Moonsign - Karka,Rahu Kalam - 03:15 PM to 04:41 PM,Gulikai Kalam - 12:23 PM to 01:49 PM,Yamaganda - 09:31AM to 10:57 AM,Abhijit - 12:00 PM to 12:46 PM,Dur Muhurtam - 08:56 AM to 09:42 AM,Dur Muhurtam - 11:08 PM to 11:58 PM,"Amrit Kalam - 10:30 AM to12:02 PMVarjyam - 04:42 AM, Oct 23 to 06:12 AM, Oct 23",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),57fc19c4f8ab5039e3a39a6adba5ace6@ical.drikpanchang.com,,,
"Ashwina, Dashami Krishna Paksha, 1941 Vikari Shaka Samvata",10/23/2019,10/24/2019,6:39 AM,6:07 PM,"Moonrise - 02:27 AM, Oct 24",Moonset - 02:46 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Budhawara,Paksha - Krishna Paksha,Tithi - Dashami ,1:09 AM,None,None,Nakshatra - Ashlesha ,3:14 PM,None,None,Yoga - Shubha ,4:59 PM,None,None,Karana - Vanija ,2:25 PM,Karana - Vishti ,1:09 AM,None,None,Sunsign - Tula,Moonsign - Karka upto 03:14 PM,Rahu Kalam - 12:23 PM to 01:49 PM,Gulikai Kalam - 10:57 AM to 12:23 PM,Yamaganda - 08:05 AM to 09:31 AM,Abhijit - None,Dur Muhurtam - 12:00 PM to 12:46 PM,"Amrit Kalam - 01:43 PM to 03:14 PMVarjyam - 02:16 AM, Oct 24 to 03:45 AM, Oct 24",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),653772ef860255e99e293666252641e0@ical.drikpanchang.com,,,,
"Ashwina, Ekadashi Krishna Paksha, 1941 Vikari Shaka Samvata",10/24/2019,10/25/2019,6:39 AM,6:06 PM,"Moonrise - 03:29 AM, Oct 25",Moonset - 03:34 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Guruwara,Paksha - Krishna Paksha,Tithi - Ekadashi ,10:19 PM,None,None,Nakshatra - Magha ,1:19 PM,None,None,Yoga - Shukla ,1:38 PM,None,None,Karana - Bava ,11:47 AM,Karana - Balava ,10:19 PM,None,None,Sunsign - Tula,Moonsign - Simha,Rahu Kalam - 01:48 PM to 03:14 PM,Gulikai Kalam - 09:31 AM to 10:57 AM,Yamaganda - 06:39 AM to 08:05 AM,Abhijit - 12:00 PM to 12:45 PM,Dur Muhurtam - 10:28 AM to 11:14 AM,Dur Muhurtam - 03:03 PM to 03:49 PM,Amrit Kalam - 11:06 AM to 12:35 PM,"Amrit Kalam - 05:14 AM, Oct 25 to 06:41 AM, Oct 25Varjyam - 08:33 PM to 10:00 PM",Day Festivals and Events - Rama Ekadashi goo.gl/m3oH4G,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),59ab3404e95e8bdd5ea50a5d8106a331@ical.drikpanchang.com,
"Ashwina, Dwadashi Krishna Paksha, 1941 Vikari Shaka Samvata",10/25/2019,10/26/2019,6:39 AM,6:06 PM,"Moonrise - 04:31 AM, Oct 26",Moonset - 04:20 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Shukrawara,Paksha - Krishna Paksha,Tithi - Dwadashi ,7:08 PM,None,None,Nakshatra - Purva Phalguni ,11:01 AM,None,None,Yoga - Brahma ,9:58 AM,Yoga - Indra ,6:05 AM,Karana - Kaulava ,8:45 AM,Karana - Taitila ,7:08 PM,Karana - Garaja ,5:28 AM,Sunsign - Tula,Moonsign - Simha upto 04:24 PM,Rahu Kalam - 10:57 AM to 12:22 PM,Gulikai Kalam - 08:05 AM to 09:31 AM,Yamaganda - 03:14 PM to 04:40 PM,Abhijit - 12:00 PM to 12:45 PM,Dur Muhurtam - 08:57 AM to 09:42 AM,Dur Muhurtam - 12:45 PM to 01:31 PM,"Amrit Kalam - 02:02 AM, Oct 26 to 03:28 AM, Oct 26Varjyam - 05:27 PM to 06:53 PM",Day Festivals and Events - Rama Ekadashi Parana goo.gl/m3oH4GGovatsa DwadashiDhanteras goo.gl/P4iUBUYama Panchaka BeginsYama Deepam goo.gl/RVsBtXPradosh Vrat,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),786bdcd29a88ac81d720bd774bf90c5b@ical.drikpanchang.com,,
"Ashwina, Trayodashi Krishna Paksha, 1941 Vikari Shaka Samvata",10/26/2019,10/27/2019,6:40 AM,6:05 PM,"Moonrise - 05:33 AM, Oct 27",Moonset - 05:04 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Shaniwara,Paksha - Krishna Paksha,Tithi - Trayodashi ,3:46 PM,None,None,Nakshatra - Uttara Phalguni ,8:28 AM,Nakshatra - Hasta ,5:50 AM,Yoga - Vaidhriti ,2:07 AM,None,None,Karana - Vanija ,3:46 PM,Karana - Vishti upto,2:04 AM,None,None,Sunsign - Tula,Moonsign - Kanya,Rahu Kalam - 09:31 AM to 10:57 AM,Gulikai Kalam - 06:40 AM to 08:05 AM,Yamaganda - 01:48 PM to 03:14 PM,Abhijit - 11:59 AM to 12:45 PM,Dur Muhurtam - 06:40 AM to 07:25 AM,Dur Muhurtam - 07:25 AM to 08:11 AM,"Amrit Kalam - 12:30 AM, Oct 27 to 01:55 AM, Oct 27Varjyam - 03:57 PM to 05:22 PM",Day Festivals and Events - Masik ShivaratriKali Chaudas goo.gl/irqqF2Hanuman Puja goo.gl/5QxcHP,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),6ffa9029bf7f0161c42378a39b8f3ef1@ical.drikpanchang.com,,
"Ashwina, Chaturdashi Krishna Paksha, 1941 Vikari Shaka Samvata",10/27/2019,10/28/2019,6:40 AM,6:04 PM,"Moonrise - 06:34 AM, Oct 28",Moonset - 05:49 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika,Weekday - Raviwara,Paksha - Krishna Paksha,Tithi - Chaturdashi ,12:23 PM,None,None,Nakshatra - Chitra ,3:17 AM,None,None,Yoga - Vishkambha ,10:12 PM,None,None,Karana - Shakuni ,12:23 PM,Karana - Chatushpada ,10:44 PM,None,None,Sunsign - Tula,"Moonsign - Kanya upto 04:32 PM""",Rahu Kalam - 04:39 PM to 06:04 PM,Gulikai Kalam - 03:13 PM to 04:39 PM,Yamaganda - 12:22 PM to 01:48 PM,Abhijit - 11:59 AM to 12:45 PM,Dur Muhurtam - 04:33 PM to 05:19 PM,Amrit Kalam - 09:34 PM to 11:00 PMVarjyam - 12:59 PM to 02:25 PM,Day Festivals and Events - Narak ChaturdashiTamil DeepavaliDiwaliLakshmi PujaDeepamalikaKedar Gauri VratChopda Puja goo.gl/qHnvCASharda Puja goo.gl/zovLf4Kali Puja goo.gl/RVxbJBKamala JayantiDarsha Amavasya,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),06cfc5b6eaf7bb1c19aea9d0d651a13a@ical.drikpanchang.com,,,,
"Ashwina, Amavasya Krishna Paksha, 1941 Vikari Shaka Samvata",10/28/2019,10/29/2019,6:41 AM,6:04 PM,Moonrise - No Moonrise,Moonset - 06:34 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimantaMonth - Kartika,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Amavasya ,9:08 AM,Tithi - Pratipada ,6:13 AM,Nakshatra - Swati ,1:01 AM,None,None,Yoga - Priti ,6:28 PM,None,None,Karana - Nagava,9:08 AM,Karana - Kinstughna ,7:38 PM,Karana - Bava ,6:13 AM,Sunsign - Tula,Moonsign - Tula,Rahu Kalam - 08:06 AM to 09:31 AM,Gulikai Kalam - 01:48 PM to 03:13 PM,Yamaganda - 10:57 AM to 12:22 PM,Abhijit - 11:59 AM to 12:45 PM,Dur Muhurtam - 12:45 PM to 01:30 PM,Dur Muhurtam - 03:02 PM to 03:47 PM,"Amrit Kalam - 05:03 PM to 06:30 PMVarjyam - 08:22 AM to 09:49 AMVarjyam - 06:12 AM, Oct 29 to 07:40 AM,Oct 29",Day Festivals and Events - Ashwina AmavasyaGovardhan Puja goo.gl/Uow52xAnnakut goo.gl/Uow52xBali Pratipada goo.gl/jym92NDyuta Krida goo.gl/TLe5GMGujarati New Year,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),660709db630d17af54bde4a611995668@ical.drikpanchang.com,,
"Kartika, Dwitiya Shukla Paksha, 1941 Vikari Shaka Samvata",10/29/2019,10/30/2019,6:41 AM,6:03 PM,Moonrise - 07:36 AM,Moonset - 07:21 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Kartika,Weekday - Mangalawara,Paksha - Shukla Paksha,Tithi - Dwitiya ,3:48 AM,None,None,Nakshatra - Vishakha ,11:12 PM,None,None,Yoga - Ayushman ,3:04 PM,None,None,Karana - Balava ,4:56 PM,Karana - Kaulava ,3:48 AM,None,None,Sunsign - Tula,Moonsign - Tula upto 05:36 PM,Rahu Kalam - 03:13 PM to 04:38 PM,Gulikai Kalam - 12:22 PM to 01:47 PM,Yamaganda - 09:31 AM to 10:57 AM,Abhijit - 11:59 AM to 12:45 PM,Dur Muhurtam - 08:57 AM to 09:43 AM,Dur Muhurtam - 11:06 PM to 11:57 PM,"Amrit Kalam - 03:04 PM to 04:33 PMVarjyam - 03:00 AM, Oct 30 to 04:31 AM, Oct 30DayFestivals and Events - Kartika Begins *SouthChandra DarshanaBhaiya Dooj goo.gl/Em7hsUYama Dwitiya goo.gl/B9a3ZQ",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),a681ce6a3317dcb26be97cad3a7620aa@ical.drikpanchang.com,,,
"Kartika, Tritiya Shukla Paksha, 1941 Vikari Shaka Samvata",10/30/2019,10/31/2019,6:41 AM,6:03 PM,Moonrise - 08:38 AM,Moonset - 08:10 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Kartika,Weekday - Budhawara,Paksha - Shukla Paksha,Tithi - Tritiya ,2:01 AM,None,None,Nakshatra - Anuradha ,10:00 PM,None,None,Yoga - Saubhagya ,12:07 PM,None,None,Karana - Taitila ,2:49 PM,Karana - Garaja upto,2:01 AM,None,None,Sunsign - Tula,Moonsign - Vrishchika,Rahu Kalam - 12:22 PM to 01:47 PM,Gulikai Kalam - 10:57 AM to 12:22 PM,Yamaganda - 08:07 AM to 09:32 AM,Abhijit - None,Dur Muhurtam - 11:59 AM to 12:45 PM,"Amrit Kalam - 12:07 PM to 01:38 PMVarjyam - 03:29 AM, Oct 31 to 05:04 AM,Oct 31",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),99f7627b22b2b596e80c2562f94ad5ac@ical.drikpanchang.com,,,,
