SUMMARY,DTSTART,DTEND,SUNRISE,SUNSET,MOONRISE,MOONSET,MONTH,WEEKDAY,PAKSHA,TITHI,TITHIEND,TITHI2,TITHI2END,NAKSHATRA,NAKSHATRAEND,NAKSHATRA2,NAKSHATRA2END,YOGA,YOGAEND,YOGA2,YOGA2END,KARANA,KARANAEND,KARANA2,KARANA2END,KARANA3,KARANA3END,SUNSIGN,MOONSIGN,RAHU KALAM,GULIKAI KALAM,YAMAGANDA
"Shravana, Chaturthi Shukla Paksha, 1941 Vikari Shaka Samvata",08/04/2019,08/05/2019,06:20 AM,07:09 PM, 09:25 AM, 10:07 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Shravana, Raviwara, Shukla Paksha, Chaturthi ,06:49 PM,None,None, Uttara Phalguni ,01:45 AM,None,None, Shiva ,11:39 PM,None,None, Vanija ,08:25 AM, Vishti ,06:49 PM, Bava ,05:18 AM, Karka," Simha upto 09:29 AM""",Rahu Kalam - 05:33 PM to 07:09 PM,Gulikai Kalam - 03:57 PM to 05:33 PM,Yamaganda - 12:44 PM to 02:21 PM
"Shravana, Panchami Shukla Paksha, 1941 Vikari Shaka Samvata",08/05/2019,08/06/2019,06:20 AM,07:09 PM, 10:26 AM, 10:50 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Shravana, Somawara, Shukla Paksha, Panchami ,03:55 PM,None,None, Hasta ,11:48 PM,None,None, Siddha ,08:17 PM,None,None, Balava ,03:55 PM, Kaulava ,02:38 AM,None,None, Karka," Kanya""",Rahu Kalam - 07:56 AM to 09:32 AM,Gulikai Kalam - 02:20 PM to 03:57 PM,Yamaganda - 11:08 AM to 12:44 PM
"Shravana, Shashthi Shukla Paksha, 1941 Vikari Shaka Samvata",08/06/2019,08/07/2019,06:20 AM,07:08 PM, 11:25 AM, 11:33 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Shravana, Mangalawara, Shukla Paksha, Shashthi ,01:30 PM,None,None, Chitra ,10:24 PM,None,None, Sadhya,05:21 PM,None,None, Taitila ,01:30 PM, Garaja ,12:31 AM,None,None, Karka, Kanya upto 11:02 AM,Rahu Kalam - 03:56 PM to 05:32 PM,Gulikai Kalam - 12:44 PM to 02:20 PM,Yamaganda - 09:32AM to 11:08 AM
"Shravana, Saptami Shukla Paksha, 1941 Vikari Shaka Samvata",08/07/2019,08/08/2019,06:21 AM,07:08 PM, 12:22 PM," 12:16 AM, Aug 08Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana, Budhawara, Shukla Paksha, Saptami ,11:41 AM,None,None, Swati ,09:36 PM,None,None, Shubha,02:55 PM,None,None, Vanija ,11:41 AM, Vishti ,11:01 PM,None,None, Karka, Tula,Rahu Kalam - 12:44 PM to 02:20 PM,Gulikai Kalam - 11:08 AM to 12:44 PM,Yamaganda - 07:57 AM to 09:32 AM
"Shravana, Ashtami Shukla Paksha, 1941 Vikari Shaka Samvata",08/08/2019,08/09/2019,06:21 AM,07:07 PM, 01:19 PM," 01:00 AM, Aug 09Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana, Guruwara, Shukla Paksha, Ashtami ,10:30 AM,None,None, Vishakha ,09:28 PM,None,None, Shukla ,01:00 PM,None,None, Bava ,10:30 AM, Balava ,10:10 PM,None,None, Karka, Tula upto 03:27 PM,Rahu Kalam - 02:20 PM to 03:56 PM,Gulikai Kalam - 09:33 AM to 11:08 AM,Yamaganda - 06:21 AM to07:57 AM
"Shravana, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",08/09/2019,08/10/2019,06:21 AM,07:06 PM, 02:16 PM," 01:46 AM, Aug 10Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana, Shukrawara, Shukla Paksha, Navami ,10:00 AM,None,None, Anuradha ,09:59 PM,None,None, Brahma ,11:38 AM,None,None, Kaulava ,10:00 AM, Taitila ,10:00 PM,None,None, Karka, Vrishchika,Rahu Kalam - 11:08 AM to 12:44 PM,Gulikai Kalam - 07:57 AM to 09:33 AM,Yamaganda - 03:55 PM to 05:31 PM
"Shravana, Dashami Shukla Paksha, 1941 Vikari Shaka Samvata",08/10/2019,08/11/2019,06:22 AM,07:06 PM, 03:11 PM," 02:34 AM, Aug 11Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana, Shaniwara, Shukla Paksha, Dashami ,10:09 AM,None,None, Jyeshtha ,11:07 PM,None,None, Indra ,10:46 AM,None,None, Garaja ,10:09 AM, Vanija ,10:26 PM,None,None, Karka," Vrishchika upto 11:07 PM""",Rahu Kalam - 09:33 AM to 11:08 AM,Gulikai Kalam - 06:22 AM to 07:57 AM,Yamaganda - 02:19 PM to 03:55 PM
"Shravana, Ekadashi Shukla Paksha, 1941 Vikari Shaka Samvata",08/11/2019,08/12/2019,06:22 AM,07:05 PM, 04:05 PM," 03:24 AM, Aug 12Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana, Raviwara, Shukla Paksha, Ekadashi ,10:52 AM,None,None, Mula ,12:46 AM,None,None, Vaidhriti ,10:21 AM,None,None, Vishti ,10:52 AM, Bava ,11:26 PM,None,None, Karka, Dhanu,Rahu Kalam - 05:30 PM to 07:05 PM,Gulikai Kalam - 03:54 PM to 05:30 PM,Yamaganda - 12:44 PM to 02:19 PM
"Shravana, Dwadashi Shukla Paksha, 1941 Vikari Shaka Samvata",08/12/2019,08/13/2019,06:22 AM,07:05 PM, 04:57 PM," 04:15 AM, Aug 13Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana, Somawara, Shukla Paksha, Dwadashi ,12:07 PM,None,None, Purva Ashadha ,02:52 AM,None,None, Vishkambha ,10:21 AM,None,None, Balava ,12:07 PM, Kaulava ,12:54 AM,None,None, Karka," Dhanu""",Rahu Kalam - 07:58 AM to 09:33 AM,Gulikai Kalam - 02:19 PM to 03:54 PM,Yamaganda - 11:08 AM to 12:43 PM
"Shravana, Trayodashi Shukla Paksha, 1941 Vikari Shaka Samvata",08/13/2019,08/14/2019,06:22 AM,07:04 PM, 05:46 PM," 05:07 AM, Aug 14Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana, Mangalawara, Shukla Paksha, Trayodashi ,01:46 PM,None,None, Uttara Ashadha ,05:20 AM,None,None, Priti ,10:40 AM,None,None, Taitila ,01:46 PM, Garaja ,02:44 AM,None,None, Karka, Dhanu upto09:27 AM,Rahu Kalam - 03:54 PM to 05:29 PM,Gulikai Kalam - 12:43 PM to 02:18 PM,Yamaganda - 09:33 AM to 11:08 AM
"Shravana, Chaturdashi Shukla Paksha, 1941 Vikari Shaka Samvata",08/14/2019,08/15/2019,06:23 AM,07:03 PM, 06:31 PM," 05:58 AM, Aug 15Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana, Budhawara, Shukla Paksha, Chaturdashi ,03:45 PM,None,None, Shravana ,Full Night,None,None, Ayushman ,11:15 AM,None,None, Vanija ,03:45 PM, Vishti ,04:51 AM,None,None, Karka," Makara""",Rahu Kalam - 12:43 PM to 02:18 PM,Gulikai Kalam - 11:08 AM to 12:43 PM,Yamaganda - 07:58 AM to 09:33 AM
"Shravana, Purnima Shukla Paksha, 1941 Vikari Shaka Samvata",08/15/2019,08/16/2019,06:23 AM,07:03 PM, 07:13 PM, No MoonsetShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimantaMonth - Shravana, Guruwara, Shukla Paksha, Purnima ,05:59 PM,None,None, Shravana ,08:03 AM,None,None, Saubhagya ,12:01 PM,None,None, Bava ,05:59 PM, Balava ,Full Night,None,None, Karka, Makara upto 09:29 PM,Rahu Kalam - 02:18 PM to 03:53 PM,Gulikai Kalam - 09:33 AM to 11:08 AM,Yamaganda - 06:23 AM to07:58 AM
"Shravana, Pratipada Krishna Paksha, 1941 Vikari Shaka Samvata",08/16/2019,08/17/2019,06:23 AM,07:02 PM, 07:52 PM, 06:49 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Shukrawara, Krishna Paksha, Pratipada ,08:22 PM,None,None, Dhanishtha ,10:57 AM,None,None, Shobhana ,12:55 PM,None,None, Balava ,07:10 AM, Kaulava ,08:22 PM,None,None, Karka, Kumbha,Rahu Kalam - 11:08 AM to 12:43 PM,Gulikai Kalam - 07:58 AM to 09:33 AM,Yamaganda - 03:52 PM to 05:27 PM
"Shravana, Dwitiya Krishna Paksha, 1941 Vikari Shaka Samvata",08/17/2019,08/18/2019,06:24 AM,07:01 PM, 08:29 PM, 07:38 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Shaniwara, Krishna Paksha, Dwitiya ,10:48 PM,None,None, Shatabhisha ,01:56 PM,None,None, Atiganda ,01:53 PM,None,None, Taitila ,09:35 AM, Garaja ,10:48 PM,None,None, Karka upto 01:18 PM," Kumbha""",Rahu Kalam - 09:33 AM to 11:08 AM,Gulikai Kalam - 06:24 AM to 07:58 AM,Yamaganda - 02:17 PM to 03:52 PM
"Shravana, Tritiya Krishna Paksha, 1941 Vikari Shaka Samvata",08/18/2019,08/19/2019,06:24 AM,07:01 PM, 09:04 PM, 08:27 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Raviwara, Krishna Paksha, Tritiya ,01:13 AM,None,None, Purva Bhadrapada ,04:56 PM,None,None, Sukarman ,02:51 PM,None,None, Vanija ,12:02 PM, Vishti ,01:13 AM,None,None, Simha, Kumbha upto 10:11 AM,Rahu Kalam - 05:26 PM to 07:01 PM,Gulikai Kalam - 03:52 PM to 05:26 PM,Yamaganda - 12:42 PM to 02:17 PM
"Shravana, Chaturthi Krishna Paksha, 1941 Vikari Shaka Samvata",08/19/2019,08/20/2019,06:24 AM,07:00 PM, 09:39 PM, 09:15 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Somawara, Krishna Paksha, Chaturthi ,03:30 AM,None,None, Uttara Bhadrapada ,07:49 PM,None,None, Dhriti ,03:45 PM,None,None, Bava ,02:23 PM, Balava ,03:30 AM,None,None, Simha," Meena""",Rahu Kalam -07:59 AM to 09:33 AM,Gulikai Kalam - 02:17 PM to 03:51 PM,Yamaganda - 11:08 AM to 12:42 PM
"Shravana, Panchami Krishna Paksha, 1941 Vikari Shaka Samvata",08/20/2019,08/21/2019,06:24 AM,06:59 PM, 10:14 PM, 10:03 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Mangalawara, Krishna Paksha, Panchami ,05:30 AM,None,None, Revati ,10:29 PM,None,None, Shula ,04:29 PM,None,None, Kaulava ,04:33 PM, Taitila ,05:30 AM,None,None, Simha, Meena upto 10:29 PM,Rahu Kalam - 03:51 PM to 05:25 PM,Gulikai Kalam - 12:42 PM to 02:16 PM,Yamaganda - 09:33 AM to 11:07 AM
"Shravana, Shashthi Krishna Paksha, 1941 Vikari Shaka Samvata",08/21/2019,08/22/2019,06:25 AM,06:59 PM, 10:50 PM, 10:51 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Budhawara, Krishna Paksha, Shashthi ,Full Night,None,None, Ashwini ,12:48 AM,None,None, Ganda ,04:58 PM,None,None, Garaja ,06:22 PM, Vanija,Full Night,None,None, Simha," Mesha""",Rahu Kalam - 12:42 PM to 02:16 PM,Gulikai Kalam - 11:07 AM to 12:42 PM,Yamaganda - 07:59 AM to 09:33 AM
"Shravana, Shashthi Krishna Paksha, 1941 Vikari Shaka Samvata",08/22/2019,08/23/2019,06:25 AM,06:58 PM, 11:28 PM, 11:41 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Guruwara, Krishna Paksha, Shashthi ,07:06 AM,None,None, Bharani ,02:37 AM,None,None, Vriddhi ,05:05 PM,None,None, Vanija ,07:06 AM, Vishti ,07:42 PM,None,None, Simha," Mesha""",Rahu Kalam - 02:15 PM to 03:50 PM,Gulikai Kalam - 09:33 AM to 11:07 AM,Yamaganda - 06:25 AM to 07:59 AM
"Shravana, Saptami Krishna Paksha, 1941 Vikari Shaka Samvata",08/23/2019,08/24/2019,06:25 AM,06:57 PM," 12:11 AM, Aug 24", 12:34 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Shukrawara, Krishna Paksha, Saptami ,08:09 AM,None,None, Krittika ,03:48 AM,None,None, Dhruva ,04:43 PM,None,None, Bava ,08:09 AM, Balava ,08:26 PM,None,None, Simha, Mesha upto 08:59 AM,Rahu Kalam - 11:07 AM to 12:41 PM,Gulikai Kalam - 07:59 AM to 09:33 AM,Yamaganda - 03:49 PM to 05:23 PM
"Shravana, Ashtami Krishna Paksha, 1941 Vikari Shaka Samvata",08/24/2019,08/25/2019,06:25 AM,06:56 PM," 12:57 AM, Aug 25", 01:29 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Shaniwara, Krishna Paksha, Ashtami ,08:32 AM,None,None, Rohini ,04:17 AM,None,None, Vyaghata ,03:49 PM,None,None, Kaulava ,08:32 AM, Taitila ,08:27 PM,None,None, Simha, Vrishabha,Rahu Kalam - 09:33 AM to 11:07 AM,Gulikai Kalam - 06:25 AM to 07:59 AM,Yamaganda - 02:15 PM to 03:49 PM
"Shravana, Navami Krishna Paksha, 1941 Vikari Shaka Samvata",08/25/2019,08/26/2019,06:25 AM,06:56 PM," 01:49 AM, Aug 26", 02:26 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Raviwara, Krishna Paksha, Navami ,08:10 AM,None,None, Mrigashirsha ,04:00 AM,None,None, Harshana ,02:19 PM,None,None, Garaja ,08:10 AM, Vanija ,07:42 PM,None,None, Simha," Vrishabha upto 04:14 PM""",Rahu Kalam - 05:22 PM to 06:56 PM,Gulikai Kalam - 03:48 PM to 05:22 PM,Yamaganda - 12:41 PM to 02:14 PM
"Shravana, Dashami Krishna Paksha, 1941 Vikari Shaka Samvata",08/26/2019,08/27/2019,06:26 AM,06:55 PM," 02:47 AM, Aug 27", 03:26 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Somawara, Krishna Paksha, Dashami ,07:03 AM, Ekadashi ,05:10 AM, Ardra ,02:57 AM,None,None, Vajra ,12:12 PM,None,None, Vishti ,07:03 AM, Bava ,06:12 PM, Balava ,05:10 AM, Simha," Mithuna""",Rahu Kalam - 07:59AM to 09:33 AM,Gulikai Kalam - 02:14 PM to 03:48 PM,Yamaganda - 11:07 AM to 12:40 PM
"Shravana, Dwadashi Krishna Paksha, 1941 Vikari Shaka Samvata",08/27/2019,08/28/2019,06:26 AM,06:54 PM," 03:50 AM, Aug 28", 04:25 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Mangalawara, Krishna Paksha, Dwadashi ,02:36 AM,None,None, Punarvasu ,01:14 AM,None,None, Siddhi ,09:28 AM, Vyatipata ,06:12 AM, Kaulava ,03:58 PM, Taitila ,02:36 AM,None,None, Simha, Mithuna upto 07:43 PM,Rahu Kalam - 03:47 PM to 05:21 PM,Gulikai Kalam - 12:40 PM to 02:13 PM,Yamaganda - 09:33 AM to 11:06 AM
"Shravana, Trayodashi Krishna Paksha, 1941 Vikari Shaka Samvata",08/28/2019,08/29/2019,06:26 AM,06:53 PM," 04:55 AM, Aug 29", 05:23 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Budhawara, Krishna Paksha, Trayodashi ,11:28 PM,None,None, Pushya ,10:56 PM,None,None, Varigha ,02:28 AM,None,None, Garaja ,01:06 PM, Vanija ,11:28 PM,None,None, Simha," Karka""",Rahu Kalam - 12:40PM to 02:13 PM,Gulikai Kalam - 11:06 AM to 12:40 PM,Yamaganda - 07:59 AM to 09:33 AM
"Shravana, Chaturdashi Krishna Paksha, 1941 Vikari Shaka Samvata",08/29/2019,08/30/2019,06:26 AM,06:52 PM," 06:01 AM, Aug 30", 06:18 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Guruwara, Krishna Paksha, Chaturdashi ,07:55 PM,None,None, Ashlesha ,08:12 PM,None,None, Parigha ,10:25 PM,None,None, Vishti ,09:45 AM, Shakuni ,07:55 PM, Chatushpada ,06:02 AM, Simha," Karka upto 08:12 PM""",Rahu Kalam - 02:13 PM to 03:46 PM,Gulikai Kalam - 09:33 AM to 11:06 AM,Yamaganda - 06:26 AM to 08:00 AM
"Shravana, Amavasya Krishna Paksha, 1941 Vikari Shaka Samvata",08/30/2019,08/31/2019,06:26 AM,06:52 PM, No Moonrise, 07:09 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Bhadrapada, Shukrawara, Krishna Paksha, Amavasya ,04:07 PM,None,None, Magha ,05:12 PM,None,None, Shiva ,06:10 PM,None,None, Nagava ,04:07 PM, Kinstughna ,02:10 AM,None,None, Simha, Simha,Rahu Kalam - 11:06 AM to12:39 PM,Gulikai Kalam - 08:00 AM to 09:33 AM,Yamaganda - 03:45 PM to 05:19 PM
"Bhadrapada, Pratipada Shukla Paksha, 1941 Vikari Shaka Samvata",08/31/2019,09/01/2019,06:27 AM,06:51 PM, 07:06 AM, 07:57 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - BhadrapadaPurnimantaMonth - Bhadrapada, Shaniwara, Shukla Paksha, Pratipada ,12:14 PM,None,None, Purva Phalguni ,02:08 PM,None,None, Siddha ,01:51 PM,None,None, Bava ,12:14 PM, Balava ,10:19 PM,None,None, Simha, Simha upto 07:23 PM,Rahu Kalam - 09:33 AM to 11:06 AM,Gulikai Kalam - 06:27 AM to 08:00 AM,Yamaganda - 02:12 PM to 03:45 PM
"Bhadrapada, Dwitiya Shukla Paksha, 1941 Vikari Shaka Samvata",09/01/2019,09/02/2019,06:27 AM,06:50 PM, 08:10 AM, 08:43 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - BhadrapadaPurnimantaMonth - Bhadrapada, Raviwara, Shukla Paksha, Dwitiya ,08:27 AM, Tritiya ,04:57 AM, Uttara Phalguni ,11:12 AM,None,None, Sadhya ,09:38 AM, Shubha ,05:40 AM, Kaulava ,08:27 AM, Taitila ,06:39 PM, Garaja ,04:57 AM, Simha, Kanya,Rahu Kalam - 05:17 PM to 06:50 PM,Gulikai Kalam - 03:44 PMto 05:17 PM,Yamaganda - 12:38 PM to 02:11 PM
"Bhadrapada, Chaturthi Shukla Paksha, 1941 Vikari Shaka Samvata",09/02/2019,09/03/2019,06:27 AM,06:49 PM, 09:11 AM, 09:27 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - BhadrapadaPurnimantaMonth - Bhadrapada, Somawara, Shukla Paksha, Chaturthi ,01:54 AM,None,None, Hasta ,08:34 AM, Chitra ,06:25 AM, Shukla ,02:05 AM,None,None, Vanija ,03:21 PM, Vishti ,01:54 AM,None,None, Simha, Kanya upto 07:25 PM,Rahu Kalam - 08:00 AM to 09:33 AM,Gulikai Kalam - 02:11 PM to 03:44 PM,Yamaganda - 11:05 AM to 12:38 PM
"Bhadrapada, Panchami Shukla Paksha, 1941 Vikari Shaka Samvata",09/03/2019,09/04/2019,06:27 AM,06:48 PM, 10:12 AM, 10:11 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - BhadrapadaPurnimantaMonth - Bhadrapada, Mangalawara, Shukla Paksha, Panchami ,11:27 PM,None,None, Swati ,04:54 AM,None,None, Brahma ,11:00 PM,None,None, Bava ,12:36 PM, Balava ,11:27 PM,None,None, Simha, Tula,Rahu Kalam - 03:43 PM to 05:16 PM,Gulikai Kalam - 12:38 PM to 02:10 PM,Yamaganda - 09:33 AM to 11:05 AM
"Bhadrapada, Shashthi Shukla Paksha, 1941 Vikari Shaka Samvata",09/04/2019,09/05/2019,06:27 AM,06:47 PM, 11:11 AM, 10:56 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - BhadrapadaPurnimantaMonth - Bhadrapada, Budhawara, Shukla Paksha, Shashthi ,09:44 PM,None,None, Vishakha ,04:08 AM,None,None, Indra ,08:31 PM,None,None, Kaulava ,10:30 AM, Taitila ,09:44 PM,None,None, Simha," Tula upto 10:15 PM""",Rahu Kalam - 12:37 PM to 02:10 PM,Gulikai Kalam - 11:05 AM to 12:37 PM,Yamaganda - 08:00 AM to 09:32 AM
"Bhadrapada, Saptami Shukla Paksha, 1941 Vikari Shaka Samvata",09/05/2019,09/06/2019,06:28 AM,06:47 PM, 12:09 PM, 11:42 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - BhadrapadaPurnimantaMonth - Bhadrapada, Guruwara, Shukla Paksha, Saptami ,08:49 PM,None,None, Anuradha ,04:10 AM,None,None, Vaidhriti ,06:40 PM,None,None, Garaja ,09:11 AM, Vanija ,08:49 PM,None,None, Simha," Vrishchika""",Rahu Kalam - 02:10 PMto 03:42 PM,Gulikai Kalam - 09:32 AM to 11:05 AM,Yamaganda - 06:28 AM to 08:00 AM
"Bhadrapada, Ashtami Shukla Paksha, 1941 Vikari Shaka Samvata",09/06/2019,09/07/2019,06:28 AM,06:46 PM, 01:06 PM," 12:30 AM, Sep 07Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - BhadrapadaPurnimanta Month - Bhadrapada, Shukrawara, Shukla Paksha, Ashtami ,08:43 PM,None,None, Jyeshtha ,04:59 AM,None,None, Vishkambha ,05:27 PM,None,None, Vishti ,08:40 AM, Bava ,08:43 PM,None,None, Simha," Vrishchika upto 04:59 AM, Sep 07",Rahu Kalam - 11:05 AM to 12:37 PM,Gulikai Kalam - 08:00 AM to09:32 AM,Yamaganda - 03:41 PM to 05:14 PM
"Bhadrapada, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",09/07/2019,09/08/2019,06:28 AM,06:45 PM, 02:01 PM," 01:20 AM, Sep 08Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - BhadrapadaPurnimanta Month - Bhadrapada, Shaniwara, Shukla Paksha, Navami ,09:22 PM,None,None, Mula ,Full Night,None,None, Priti ,04:51 PM,None,None, Balava ,08:57 AM, Kaulava ,09:22 PM,None,None, Simha, Dhanu,Rahu Kalam - 09:32 AM to 11:04 AM,Gulikai Kalam - 06:28 AM to 08:00 AM,Yamaganda - 02:09 PM to 03:41 PM
"Bhadrapada, Dashami Shukla Paksha, 1941 Vikari Shaka Samvata",09/08/2019,09/09/2019,06:28 AM,06:44 PM, 02:54 PM," 02:11 AM, Sep 09Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - BhadrapadaPurnimanta Month - Bhadrapada, Raviwara, Shukla Paksha, Dashami ,10:41 PM,None,None, Mula ,06:30 AM,None,None, Ayushman ,04:47 PM,None,None, Taitila ,09:57 AM, Garaja ,10:41 PM,None,None, Simha, Dhanu,Rahu Kalam - 05:12 PM to 06:44PM,Gulikai Kalam - 03:40 PM to 05:12 PM,Yamaganda - 12:36 PM to 02:08 PM
"Bhadrapada, Ekadashi Shukla Paksha, 1941 Vikari Shaka Samvata",09/09/2019,09/10/2019,06:28 AM,06:43 PM, 03:44 PM," 03:03 AM, Sep 10Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - BhadrapadaPurnimanta Month - Bhadrapada, Somawara, Shukla Paksha, Ekadashi ,12:31 AM,None,None, Purva Ashadha ,08:37 AM,None,None, Saubhagya ,05:08 PM,None,None, Vanija ,11:33 AM, Vishti ,12:31 AM,None,None, Simha, Dhanu upto 03:13 PM,Rahu Kalam - 08:00 AM to 09:32 AM,Gulikai Kalam - 02:08 PM to03:39 PM,Yamaganda - 11:04 AM to 12:36 PM
"Bhadrapada, Dwadashi Shukla Paksha, 1941 Vikari Shaka Samvata",09/10/2019,09/11/2019,06:29 AM,06:42 PM, 04:30 PM," 03:55 AM, Sep 11Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - BhadrapadaPurnimanta Month - Bhadrapada, Mangalawara, Shukla Paksha, Dwadashi ,02:42 AM,None,None, Uttara Ashadha ,11:10 AM,None,None, Shobhana ,05:47 PM,None,None, Bava ,01:35 PM, Balava ,02:42 AM,None,None, Simha, Makara,Rahu Kalam - 03:39 PM to 05:11 PM,Gulikai Kalam - 12:35 PM to 02:07 PM,Yamaganda - 09:32 AM to 11:04 AM
